modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2FLAIR,1.5T_to_3T,3T,0007,srclevel,973603.1143959343,1955208.2269788024,4039395.2516535604,0.52245,0.61371,0.16719,0.16648,2.0082,0.8054
T2FLAIR,1.5T_to_3T,3T,0009,srclevel,1885987.761632549,2321785.4331232593,2922789.7148233815,0.23775,0.19205,0.14856,0.1483,1.2311,1.0796
T2FLAIR,1.5T_to_5T,5T,0006,srclevel,2503690.747534595,2352825.3999014986,2299005.2186109903,0.20546,0.22798,0.1956,0.19479,0.9397,1.052
T2FLAIR,1.5T_to_5T,5T,0007,srclevel,1274696.8867567019,2062787.754248615,3437860.7689578496,0.41321,0.52343,0.17033,0.16967,1.6183,0.8054
T2FLAIR,1.5T_to_5T,5T,0009,srclevel,2418230.9368806775,2581162.994916956,2814392.0717861857,0.15804,0.14562,0.14518,0.14491,1.0674,1.0796
T2FLAIR,1.5T_to_7T,7T,0006,srclevel,831904.390743341,742791.1480865731,717328.423282181,0.29788,0.3237,0.27464,0.27352,0.8929,1.052
T2FLAIR,1.5T_to_7T,7T,0007,srclevel,509981.6284736984,424047.47235413024,382671.7109971353,0.34123,0.28197,0.28036,0.27808,0.8315,0.8054
T2FLAIR,1.5T_to_7T,7T,0009,srclevel,905591.8407563874,602537.980791051,421776.31009726715,0.53847,0.64643,0.22248,0.22193,0.6654,1.0796
T2FLAIR,3T_to_0.1T,0.1T,0006,srclevel,5234188.803739588,3373450.9860160914,2259008.3832891113,0.57477,1.0194,0.19376,0.19373,0.6445,1.302
T2FLAIR,3T_to_0.1T,0.1T,0007,srclevel,5868842.851690795,3830313.0206355266,2660831.9270433867,0.5715,1.07177,0.24596,0.24595,0.6527,1.3551
T2FLAIR,3T_to_0.1T,0.1T,0009,srclevel,4394487.660775927,3916042.5917129987,3579186.2731723343,0.19889,0.45489,0.15813,0.15807,0.8911,1.2761
T2FLAIR,3T_to_1.5T,1.5T,0006,srclevel,4557994.693480336,4064755.196873686,3704485.241900683,0.18946,0.47804,0.14658,0.14654,0.8918,1.302
T2FLAIR,3T_to_1.5T,1.5T,0007,srclevel,5162797.539508752,3489879.0698180855,2403060.007326249,0.49386,1.00453,0.13534,0.1353,0.676,1.3551
T2FLAIR,3T_to_1.5T,1.5T,0009,srclevel,3969810.8172243717,3756080.9295856697,3614964.803524517,0.14173,0.36935,0.13001,0.12999,0.9462,1.2761
T2FLAIR,3T_to_5T,5T,0006,srclevel,3121615.879229861,2639987.4026718154,2299005.2186109903,0.24734,0.55816,0.16987,0.16981,0.8457,1.302
T2FLAIR,3T_to_5T,5T,0007,srclevel,3471324.7340505635,3412117.324569747,3437860.7689578496,0.1572,0.40525,0.15626,0.15624,0.9829,1.3551
T2FLAIR,3T_to_5T,5T,0009,srclevel,2750281.176519897,2754285.6293746317,2814392.0717861857,0.14119,0.30597,0.14118,0.14117,1.0015,1.2761
T2FLAIR,3T_to_7T,7T,0006,srclevel,1237772.1974986305,909075.9011207499,717328.423282181,0.43694,0.7906,0.26312,0.26273,0.7344,1.302
T2FLAIR,3T_to_7T,7T,0007,srclevel,1430435.4934997635,716752.8944380521,382671.7109971353,0.99598,1.66959,0.24795,0.24768,0.5011,1.3551
T2FLAIR,3T_to_7T,7T,0009,srclevel,1114905.1695042136,668489.8455303744,421776.31009726715,0.6881,1.12218,0.22289,0.22261,0.5996,1.2761
T2FLAIR,5T_to_0.1T,0.1T,0006,srclevel,3634483.1892735423,2781601.5900876964,2259008.3832891113,0.38237,0.37987,0.24003,0.23959,0.7653,0.9975
T2FLAIR,5T_to_0.1T,0.1T,0007,srclevel,4948437.237298021,3503016.2105353666,2660831.9270433867,0.47614,0.63511,0.26084,0.26081,0.7079,1.1325
T2FLAIR,5T_to_0.1T,0.1T,0009,srclevel,3871665.586010325,3657182.3176324847,3579186.2731723343,0.19528,0.27689,0.18658,0.18643,0.9446,1.1413
T2FLAIR,5T_to_1.5T,1.5T,0006,srclevel,3005319.926123114,3276410.500611968,3704485.241900683,0.20586,0.20677,0.18914,0.18905,1.0902,0.9975
T2FLAIR,5T_to_1.5T,1.5T,0007,srclevel,4028144.594800206,3078991.746671964,2403060.007326249,0.33719,0.49783,0.14363,0.14361,0.7644,1.1325
T2FLAIR,5T_to_1.5T,1.5T,0009,srclevel,3341950.671710017,3436523.815021383,3614964.803524517,0.15232,0.18511,0.14987,0.14987,1.0283,1.1413
T2FLAIR,5T_to_3T,3T,0006,srclevel,1542438.7439218904,2170833.893060823,3201802.1028532293,0.35459,0.356,0.21395,0.21336,1.4074,0.9975
T2FLAIR,5T_to_3T,3T,0007,srclevel,2121026.8749160916,2877424.3218731754,4039395.2516535604,0.31687,0.24493,0.18337,0.18298,1.3566,1.1325
T2FLAIR,5T_to_3T,3T,0009,srclevel,1855089.3691958988,2294096.1594839073,2922789.7148233815,0.25475,0.18741,0.17133,0.1712,1.2366,1.1413
T2FLAIR,5T_to_7T,7T,0006,srclevel,702534.8377255538,695174.4557124339,717328.423282181,0.20284,0.20273,0.20258,0.20241,0.9895,0.9975
T2FLAIR,5T_to_7T,7T,0007,srclevel,1079275.0602353853,630887.8292228748,382671.7109971353,0.72325,0.9398,0.1905,0.19036,0.5845,1.1325
T2FLAIR,5T_to_7T,7T,0009,srclevel,896096.2993956128,604957.6440700422,421776.31009726715,0.50592,0.70246,0.17803,0.17788,0.6751,1.1413
T2FLAIR,7T_to_0.1T,0.1T,0006,srclevel,4046209.887675634,2943724.6803330192,2259008.3832891113,0.43004,0.38886,0.22794,0.22762,0.7275,0.9629
T2FLAIR,7T_to_0.1T,0.1T,0007,srclevel,1880284.383032779,2139920.953221275,2660831.9270433867,0.31336,0.48891,0.29107,0.29067,1.1381,0.6708
T2FLAIR,7T_to_0.1T,0.1T,0009,srclevel,2722508.92925985,3046779.646779923,3579186.2731723343,0.24115,0.43502,0.21763,0.21713,1.1191,0.6872
T2FLAIR,7T_to_1.5T,1.5T,0006,srclevel,3200506.5180376666,3377921.362602882,3704485.241900683,0.20065,0.21213,0.19393,0.19379,1.0554,0.9629
T2FLAIR,7T_to_1.5T,1.5T,0007,srclevel,1702770.2602132978,1956993.8424763004,2403060.007326249,0.28255,0.4757,0.25306,0.25175,1.1493,0.6708
